133,Joe Baker,45,547126281,AC,743115636
134,Erika Faulkner,13,109191996,PR,758496312
135,Adam Dunne,73,789835266,RR,736527825
136,Michael Hanchett,60,272840004,RR,198926838
137,Donna Johnson,96,919268163,SP,557561349
138,Zachary Quinones,24,191853108,RJ,822213072
139,John Mccoy,9,43080030,PR,533454966
140,Freddie Urey,44,651941298,BA,245940939
141,Patrick Martinez,103,507422547,GO,922166001
142,Major Paige,8,870972300,RS,282237957
143,Bryan Smiler,114,132663213,DF,457690167
144,Kenneth Saccucci,150,388952649,MA,422372916
145,Helen Vroman,148,143029341,PR,307690308
146,Phyllis Drake,134,233343378,AL,35545635
147,Thomas Robinson,109,650457126,CE,569581416
148,Robert Marietta,80,116741934,RO,584207424
149,Juanita Johnson,114,139544343,SE,957105333
150,Jerry Lopez,93,907865640,RS,413766054
151,Colin Spencer,2,803344905,GO,536296329
152,Brittany Smith,29,428657382,AP,43608906
153,Sandra Bender,75,774043461,SE,404035821
154,Charles Marmolejo,71,690203349,PI,494688285
155,Steve Harrison,114,137751102,BA,841472406
156,Johnnie Kowalik,141,414797994,AM,461389284
157,David Cox,113,71809920,MG,179102349
158,Josefina Rice,14,304518375,RO,734011353
159,Dana Heflin,75,146195883,SP,124050321
160,John Shope,141,156643164,AM,796241358
161,Jody Rowe,59,913999833,RS,377950923
162,Sandra Warney,109,586039689,RO,394551918
163,Bradford Mastin,94,594585918,MG,775010655
164,Kenneth Harwood,16,805245282,SE,685709694
165,Patricia Pratt,42,720933192,PR,444996846
166,Donna Brooks,139,977575284,AC,210760056
167,Karla Marsh,35,843161607,SC,338470011
168,Max Ramirez,142,625245489,SE,167355306
169,Tessie Mounsey,60,206089398,AM,141649101
170,Michael Langley,40,926067213,SE,187832565
171,Brenda Robinson,3,550893069,MT,158316165
172,Kevin Bivens,81,352165473,MS,788941242
173,Brandon Edison,46,492044949,SC,250101567
174,Felix Dahl,76,407877147,MT,160989120
175,Karyl Apple,39,811483704,PR,997629390
176,Ivan Belgarde,56,622233423,AM,897058845
177,Marcos Holland,114,508398084,PE,40226859
178,James Tokarski,118,571006557,AC,247521627
179,Arthur Watson,90,65759751,MS,583097607
180,Rogelio Ramirez,145,11274291,AM,697985865
181,John Bogucki,11,255222837,BA,376304202
182,Josephine Reese,39,230005566,AM,176196222
183,Curtis Francis,127,804097818,AM,823838058
184,Julia Telford,96,85369833,RJ,78437241
185,Keith Flournoy,92,810766197,AL,99588258
186,Maria Rhodes,101,617928831,PI,904826034
187,James Johnson,142,985845393,BA,73509858
188,Wallace Grantham,107,895722804,MT,388213299
189,David Simpson,73,677619135,AL,508084083
190,Dorothy Diaz,34,424458954,DF,589828068
191,Eric Santiago,29,774737730,ES,930804588
192,Jerry Sharp,113,624077145,TO,14759622
193,Harley Larcom,67,151809453,RR,662465988
194,Theodore Glover,110,548077032,GO,986764689
195,Phillip Woods,143,732076569,MS,820363122
196,Charles Dulany,15,625736439,RR,333397152
197,Caroline Wake,82,611887014,MG,649703538
198,John Hernandez,123,585578124,MT,474997176
199,Cheryl Dennison,71,469634094,RN,948473847
200,Hipolito Hinnant,60,716298516,RJ,268330554
201,John Wafford,97,552393288,GO,846767358
202,Michael Jahnke,77,397864530,AL,879940404
203,Erik Perez,59,439248249,AL,817490457
204,Daniel Scott,59,240534036,AC,981466200
205,Felipe Aronowitz,45,536803650,CE,438753141
206,Michael Landsman,66,337100148,MS,129857976
207,Marcia Rodriquez,5,480970422,MA,977380416
208,Joseph Weathers,68,989685666,RS,876474369
209,Ben Krausmann,142,120212406,SE,381341142
210,Jane Bush,88,59252076,RS,668246715
211,Stacy Lewis,121,440805429,PE,730255059
212,Katie Dickerman,105,6839163,AL,21658428
213,John Ferguson,147,400802139,SC,778696398
214,Corina Johnson,119,745218306,MT,74440953
215,Arthur Fleming,15,138980241,BA,173852748
216,Carmen Little,43,740289708,RO,289400427
217,Kevin Bubar,68,649732383,PR,470231136
218,Henry Kovacs,92,452831967,PB,726542748
219,Louis Haley,79,174771468,AC,124835715
220,Keith Oneill,88,190534050,GO,17332524
221,Sherri Havens,131,625546278,PE,426002382
222,Dallas Morales,65,212044041,RN,459983718
223,Louise Flores,42,649758645,MT,69005430
224,Michael Destefano,4,737650053,DF,85201560
225,William Rodarte,8,301455261,RS,568918332
226,Anna Carrillo,40,84212919,GO,151200621
227,Robert Stelly,144,439587855,PB,773776143
228,Mary Briggs,93,511328790,RO,218868237
229,Keli Stuckett,55,818317422,SE,840055374
230,Billy Roe,123,960295203,RN,239747823
231,Emily Kennedy,147,346676715,TO,804244707
232,Lois Lunsford,13,52792992,RS,868502853
233,Avery Riggs,71,384142671,RS,957750957
234,Elizabeth Wallace,59,669894930,RR,912453705
235,Benny Bryant,20,527016393,AM,391057344
236,Don Camacho,117,372434004,PA,421326594
237,Steven Tafolla,118,219057930,CE,439101828
238,Mui Schilling,40,631805769,MT,45044424
239,Harriett Diaz,79,972065700,BA,645109101
240,Antonio Hanko,69,130827798,PE,822127365
241,Brenda Cook,9,293122845,RR,316359882
242,Kimberly Barajas,45,234255717,RR,539245404
243,Carrie Small,41,637424325,MG,455055264
244,Kenneth Whittington,48,454861458,MT,688393800
245,Paul Busch,131,222367977,RJ,182760768
246,Michelle Shah,24,304125993,AC,299256606
247,Stephane Garcia,139,614759157,DF,867662865
248,Donald Cervantes,31,596896236,AL,220014342
249,Jeffrey Ellis,44,928807623,PI,61603704
250,Gail Brooks,37,694349370,AL,382910310
251,Joyce Williams,76,151267401,PR,703506879
252,Michael Wise,45,629354601,RN,27078903
253,Sara Costa,19,909886311,TO,551648034
254,Alexander Shropshire,87,814048056,SP,208902330
255,Samantha Blake,41,165626667,PI,208666791
256,Sally Zuniga,84,987892434,RS,942029883
257,Tamra Schneider,127,615376593,MS,484569549
258,Michelle Piper,116,51739911,ES,540521514
259,Mitchell Vallone,24,817492050,MS,127128447
260,Doyle Wenthold,59,529544790,AM,259047594
261,Steven Murray,7,791446428,PA,48724497
262,Jessica Ellingsworth,140,680981418,PB,123609645
263,Anton Mills,132,689230413,PB,982754685
264,Paul Bogle,20,647797626,RS,639089226
265,Judy Hill,102,361923678,AC,504430956
266,Gilberto Namisnak,78,220795029,MS,742033818
267,Lois Holden,22,605265039,MS,575395677
268,Alan Gailes,125,108845487,DF,927687294
269,Claudine Greenwood,42,300304269,DF,528670107
270,Patricia Berglund,112,749297043,RS,274761711
271,Lonnie Williams,85,208285848,MT,342909477
272,Adam Wilkes,72,816765543,RS,315548433
273,Anthony Davis,50,198999117,SP,917273214
274,Rachel Hynes,138,48810573,PE,946068633
275,William Aldridge,25,333941724,RN,425148183
276,Angelita Slemmons,5,732242619,PA,58044213
277,Betty Mathers,99,203635764,SP,647361495
278,Michael Wood,147,700489206,BA,795693249
279,Greg Oliver,52,866722860,RR,190788714
280,Angelo Dixon,133,962751168,MS,27472572
281,Kelley Cincotta,71,973080990,PB,372912561
282,Nina Defilippis,12,82534122,PE,239350347
283,Charles Pacheco,60,362338335,DF,338915799
284,James Thivierge,37,442706985,MG,892409166
285,Jarrod Ivy,87,136878165,AP,788669595
286,Sang Mckenzie,142,777662622,PR,471028077
287,Stephanie Futrell,90,7029414,MT,612274815
288,Tammy Woodall,149,604724337,RO,754741143
289,Diana Harry,130,854077617,SP,545078745
290,Sheri Hare,31,856434789,TO,629386137
291,William Hanson,139,625508334,AM,354788352
292,Meghan Rosenblatt,17,419603859,PE,781687062
293,Lynn Hutchens,16,519851763,RN,100655388
294,Elaine Wilson,54,914754618,RJ,896739876
295,Michel Compton,150,704876751,MT,409192992
296,Jennifer Dickson,42,168191721,MG,689496336
297,Mathew Miller,56,19244736,RR,102605085
298,Robert Quintana,73,254559789,TO,640387566
299,Randy Youmans,37,921219840,TO,609681393
300,Dennis Williams,22,938006397,RR,96352407
301,Margaret Romero,57,552061143,ES,982514412
302,Bob Garcia,135,481899015,AM,536583483
303,Barbara Scott,31,666860661,PI,803806299
304,William Ferry,71,95643063,PE,674519976
305,Jerome Gonzalez,31,675562770,PR,167501997
306,Ashley Devine,91,538387974,AM,361529523
307,Sara Dill,79,570584034,PI,223139655
308,Jeremy Foret,60,924172191,SE,285390405
309,Carrie Gochenour,79,746611830,ES,942012081
310,Mitchell Dennison,23,994270977,PA,725596821
311,Hope Cunningham,89,450028332,PR,159672222
312,Brittany Losinski,93,960260517,DF,117063900
313,John Humphreys,147,27087831,MG,835234614
314,Loretta Mason,69,604842318,SE,118038807
315,Micheal Stewart,134,758224296,DF,207152469
316,Karen Nixon,128,300911832,DF,801297711
317,Scott Hoffman,148,716551641,DF,883267389
318,Peter Ferguson,40,407905092,PE,911814804
319,Janet Mcpeak,21,994313106,PA,707919435
320,Christian Humphrey,77,675157698,MA,549995796
321,Laurie Tango,56,112324221,RS,173761281
322,Ruth Stimpson,116,132612273,GO,78528843
323,Matilda Solorio,49,35830197,MT,98065332
324,Joan Soileau,121,334107774,SP,314870571
325,Hollis Deluna,59,443088027,RJ,736988562
326,Logan Ashurst,53,982473156,SE,676831113
327,Pedro Dill,79,57940254,RJ,395618202
328,Kristina Wells,32,736476381,RO,24249879
329,Mary Power,134,685809882,MS,940146210
330,David Anthony,72,428316327,MG,392709447
331,Patricia Cardin,149,242712063,TO,914033772
332,Ruby Bresler,87,928067553,RS,719348562
333,Cortney Hoffman,127,986971320,AL,251055513
334,Della Jaworski,60,415762551,TO,998903547
335,Sandra Marcotte,34,234910764,RO,637063200
336,Jamar Brito,61,289543356,AC,226587789
337,David Ferg,97,81938295,MG,375241662
338,Terrell Harris,27,301902975,PI,408029796
339,Elena Turner,117,548124381,TO,129360591
340,Jennifer Gentry,105,723100167,RR,995874777
341,Sara Gomez,150,928432827,CE,463600053
342,Randy Holly,18,893388771,AM,749231181
343,Jeanne Martin,20,795365406,PE,461035080
344,Michele Garcia,60,863496882,PE,93049173
345,Larry Tiffany,12,259759251,TO,973895445
346,Joelle Gilbreath,60,713650140,PE,174088980
347,Stephanie Perales,100,419068233,SE,350103069
348,Sandra Stanton,111,163641474,ES,590045517
349,Beverly Patrick,5,268380072,PI,807245190
350,Anna Coulter,110,116726670,AP,570204954
351,Pamela Brooks,30,930437307,GO,55346229
352,James Dixon,35,849922758,MT,956076174
353,Karen Segura,32,278835372,PE,531294543
354,Marta Peterson,98,713485161,SE,765690228
355,Israel Gaillard,23,31618854,MS,35737209
356,Terry Beggs,112,632292111,RJ,874222929
357,Gerald Livingston,113,858846240,TO,453362517
358,Maggie Souers,147,724029228,PR,253639854
359,Janice Navarro,17,711419373,MS,427239234
360,Antone Pugh,64,684060876,AP,857349252
361,Jacob Steely,104,560123361,AC,978689196
362,Nancy Drumgoole,50,173277495,MG,387013131
363,Fred Ambrose,136,903051135,SP,873461790
364,Herb Jefcoat,40,983760048,PI,269033436
365,Frank Grosso,115,612159102,PE,89208126
366,Stacy Cruz,122,337324473,CE,699827148
367,William Soto,36,877514823,RO,833747472
368,Ray Medina,133,929973132,MS,623845116
369,Steven Jones,53,655053183,MS,508276899
370,Keith Polowy,100,348414534,PI,817950276
371,Oliver Rice,55,280863963,TO,147507048
372,Terrance Louis,44,199135926,RS,423206676
373,Vincent Murray,2,244773855,RJ,853720146
374,Douglas Gonzales,139,627378534,AM,986884488
375,Stephen Bryant,15,989870688,RR,869953068
376,Deborah Eplin,41,158216274,SE,753591510
377,Roy Vigil,125,998651304,SC,364569318
378,Ramiro Jenkins,10,347414706,SP,884760183
379,Tracey Eason,126,374077494,MA,715146588
380,Scott Phelps,141,737067645,PI,358032042
381,William Gordon,9,610971768,RO,626672844
382,Matthew West,97,637926237,RJ,51315273
383,Jason Woods,127,255426624,AM,316565703
384,Brandon Bolduc,6,582534594,AP,519288003
385,Timothy Smith,44,814788450,RN,432312624
386,Annalisa Hairston,110,22997412,RR,27721098
387,Stephen Verdugo,8,402226137,RJ,676605006
388,Troy Kopple,45,483904566,DF,223688115
389,Sue Huskey,110,435556674,AC,392608737
390,Rudolph Schupp,63,8002359,DF,993357099
391,Barbara Jackson,11,80498502,CE,15971247
392,Amy Burdette,116,291227517,SE,378286560
393,Kimberly Bailey,139,818847432,AL,596632041
394,Joan Price,113,241038378,MG,355620483
395,Arthur Ward,66,452583945,PI,881503920
396,Kevin Haydock,87,863059617,MS,769361067
397,Edward Vigil,106,132185295,AP,194773797
398,Jose Todd,51,250640253,PI,712855494
399,Elizabeth Loop,113,670668372,DF,548724402
400,Peter Cheek,25,499269474,RJ,716225040
401,Faith Hawk,15,585386253,SC,514526112
402,Ruben Grubbs,3,91052001,RJ,869054922
403,Stefani Wheeler,19,133954434,SC,513385965
404,Christy Kelso,135,646393860,RR,969156918
405,Helen Bailey,81,808775028,RR,161057727
406,Susan Kellar,132,624571263,PR,289011402
407,Jamie Owens,136,316734705,DF,118537344
408,Robin Hickerson,25,840598902,AM,427999887
409,Pat Cain,90,475076304,PE,882185373
410,Debbie Neveu,51,763969905,PI,729643545
411,Janet Jamerson,11,121131927,RJ,579883068
412,Andrew English,42,777916818,AM,198925794
413,Ronald Lambert,79,352867338,MT,575659521
414,Michael Salazar,49,294294933,RS,595377306
415,Kent Schrunk,110,234414720,MT,591057828
416,Brenda Ibarra,109,163408833,AP,528463071
417,Monique Burbank,129,428907555,DF,76569705
418,Mike Curtis,31,193998258,DF,748392777
419,Elizabeth Triplett,41,144487692,PA,184879206
420,Roger Troutman,30,551792205,TO,759745179
421,William Sanchez,47,641019933,AC,793437642
422,Allen Cameron,54,990370953,AC,485688123
423,Mildred Brayton,72,699847515,PI,542152818
424,Bobbie Rogers,55,610194699,GO,521349984
425,Grace Scott,56,256760280,AM,252821817
426,Irene Ross,96,492596802,AM,334243458
427,Gary Willis,39,533566935,AC,21793734
428,Sandra Singleton,43,231703938,AL,132196698
429,Pam Bonner,77,430407243,MG,424577574
430,Keith Suarez,101,347269662,ES,656095104
431,Crystal Jackson,138,728295399,MS,537662547
432,Timothy Shipp,112,696241323,AC,852416874
433,Ann Griffin,142,915003360,AL,983511747
434,Kraig Alfaro,51,950519331,GO,33780690
435,Donald Cheek,99,455930010,PB,736311762
436,Mable Mendoza,110,820208826,SE,280850760
437,Patrick Barrera,95,981762966,SC,308953494
438,Arturo Jones,29,528351696,PE,195548895
439,Justin Lafontant,114,987942618,ES,543632526
440,Donald Knowles,56,769372821,MA,367402509
441,Carol Billington,128,232825788,SP,578184678
442,Clyde Suennen,104,145400454,DF,820182321
443,Lyle Drew,21,815711814,RS,733578417
444,Sophia Peloquin,92,759587337,TO,19776537
445,Thomas Nance,22,100293390,MG,564606513
446,Edna Kruger,43,506496573,ES,528322563
447,Kristen Powell,31,456185844,BA,292613022
448,Karen Flores,19,631134711,GO,368302500
449,James Dorais,63,414003159,MT,659640654
450,Edward Gregoire,46,940326813,MT,624921984
451,Bonnie Dickinson,60,480391857,RR,527305833
452,Paul Mckinney,5,385432506,SE,94270059
453,Brian Martinez,74,938550609,RN,737730594
454,Marc Freeman,108,588926646,PA,659598741
455,Ruth Fegueroa,125,818345763,RS,861211386
456,Nick Moscicki,48,800646876,TO,148494492
457,Matthew Hare,69,907949340,AC,231558075
458,Raymond Thomas,30,827829207,AP,949425579
459,Robert Tan,121,293458932,SC,487991619
460,Philip Smith,43,567352917,MT,267802956
461,Donna Mason,21,612466821,PR,868201695
462,Susan Clark,34,52102548,GO,878406012
463,Paul Dunlap,101,593213670,RN,866853684
464,Nona Scrabeck,83,141330645,AC,850071537
465,Bonnie Le,129,863022429,MG,218651220
466,Lillian Neveu,34,469371681,SE,351059589
467,Tiffany Cooks,55,109640097,AL,652646925
468,Albert Wilson,50,769888395,RS,443355003
469,Chris Decker,135,498203658,TO,513956052
470,Elizabeth Anderson,106,90778311,AL,420133023
471,Cesar Guenther,48,974114037,SP,199576206
472,Greg Slaff,113,573163164,BA,583121844
473,Donald Stone,115,766408509,ES,497244006
474,Trey Bragg,73,559968246,MA,793589319
475,James Egan,30,500660253,ES,219283812
476,Dan Smith,147,16757496,ES,372346812
477,Priscilla Nakamura,88,23915079,AP,962122284
478,Timothy Nolder,48,916264071,PI,336842910
479,Isaac Cleghorn,92,65430837,ES,27106695
480,Clifford Blount,17,147762180,MG,882700623
481,Rose Fackrell,51,941191344,AL,142640433
482,Marie Hayden,135,309081069,PI,197659035
483,Paula Thomas,129,417479004,PB,609908463
484,Dorthea Yoon,104,439662528,RJ,576105516
485,Richard Chavis,104,679958505,AL,90000621
486,Paul Garcia,145,168859935,CE,478209825
487,Edna Ivy,79,897070635,AL,674077473
488,Ella Ortega,6,683350074,CE,303948126
489,Linda Phillips,128,638561934,RS,133627032
490,Wilbur Hanson,74,384686460,TO,974798847
491,Anne Avelar,54,784326195,RJ,960480729
492,Christopher Kirch,134,552229911,TO,141396885
493,Lucille Grass,93,54074475,PR,565517565
494,Leia Daugherty,144,1990683,RO,542126871
495,Joseph Bush,0,567744552,RO,182664126
496,Angela Long,146,138031227,CE,832337478
497,Chandra Josefy,139,767254545,SE,971558694
498,Rodney Blakes,5,215227692,TO,704557548
499,Richard Mcgill,96,512948619,PB,412077636
500,Gretchen Charron,91,105095646,RR,61296804
501,Justin Williams,67,157777713,PB,376303392
502,Kyle Rollins,21,415105335,MG,724368411
503,Eleanor Feurtado,17,908589843,TO,588663774
504,Jeffrey Allen,78,439437744,ES,482999157
505,Barbara Robinson,82,104203602,MA,272991060
506,Keith Pao,109,753064011,MG,948613743
507,Harry Angus,24,582801354,ES,312160311
508,Eugene Burcham,98,801418086,CE,391235778
509,Christopher Coots,66,828691155,PA,953880147
510,Tyler Bertrand,2,154572462,GO,490334607
511,Harold Bailey,25,188161011,RS,875603556
512,David Jackson,6,219258162,SE,960969195
513,Brandi Greve,146,273406788,BA,380082816
514,John Rivera,76,87747741,PR,92128770
515,Cynthia Mccallum,40,198555579,TO,163840635
516,Lillian Mounsey,29,34012170,AL,310330872
517,Tina Galindo,120,882386109,MS,760577229
518,Sylvester Reyes,12,226778877,DF,122634531
519,Kenneth Peace,85,448906734,PB,769163562
520,Gary Maung,109,796860801,TO,959571351
521,James Petty,96,248521212,ES,558987669
522,Joseph Chang,70,329119803,MT,535029192
523,James Groulx,22,946719369,GO,239986926
524,Wayne Patton,69,274732236,PR,334673505
525,Lamont Hallack,43,967690728,RR,347712930
526,Melvin Gottlieb,76,470000754,GO,10357164
527,Lakisha Mcdaniel,55,251819109,ES,491099850
528,Ethel Kosco,129,528441057,SP,601588944
529,Carrie Smith,124,670708773,PE,371617020
530,Laura Odell,118,686454219,MG,28008315
531,Linda Markham,33,59956182,RO,322124274
532,Tara Morris,146,587479203,PE,89329662
533,Larry Montgomery,86,405960453,RN,525224151
534,Laura Jean,77,548079147,PE,47755953
535,Lindsey Breedlove,70,1095669,DF,31527981
536,Jill Brown,0,349724322,BA,444541869
537,Gracie Newton,141,355287204,TO,996981561
538,Diane Wilkins,12,547910235,PI,463304133
539,Brett Smith,57,375653376,PI,401667633
540,Richard Webb,112,288154944,PI,532720683
541,Geraldine Ollar,136,192933513,CE,529610301
542,Kim Cote,46,777354345,RN,245852415
543,Javier Kujawa,139,790274097,DF,706610682
544,Beth Anderson,129,180752733,MS,77596290
545,Phillip Kindred,54,667769616,AM,169039701
546,Rita Toney,46,560891763,AP,684250983
547,William Selmer,87,49670721,CE,675065061
548,Nicholas Locklear,43,928895625,PE,963040545
549,Alan Whitman,120,425422395,PR,834379389
550,Marvin Taylor,22,673728534,AL,10215720
551,Lillian Denker,84,124236918,PR,945169038
552,Cheryll Neal,104,285854535,RO,212227596
553,Evelyn Andreozzi,100,259322085,PR,12514626
554,Rita Brown,85,208016568,DF,267943185
555,Jessica Perez,124,23065272,MS,588828870
556,Josephine Dinardo,33,219346344,AM,427032063
557,Maxine Gray,113,427422348,RJ,189417492
558,Patricia Davis,30,806751963,TO,76374036
559,Melinda Pearman,67,780546267,CE,964696086
560,Ava Montoya,37,444150072,GO,655639272
561,Deborah Elliott,25,936904842,SP,683960013
562,Jeremy Gatto,132,189501921,CE,628350516
563,Leon Brill,97,882472527,MA,730273806
564,Ira Hartford,46,311746050,PR,329746581
565,Abigail Elmore,50,545380524,PE,650661111
566,Ruth Hayes,82,237762756,AP,218928015
567,Carlos Caldwell,101,516493197,RS,385293465
568,Juan Westbrook,0,521916858,MA,512494002
569,Ted Jones,80,380747682,DF,80691948
570,Nickie Bryant,83,44119890,AL,741564981
571,Gregory Reyes,117,649609254,AP,942806070
572,Richard Dupuis,104,952480359,SC,159128991
573,Ricardo Lindsey,26,188086446,PB,862758072
574,Margret Kight,106,627369714,DF,368364888
575,Susan Davidson,54,635952303,RN,952903017
576,Nancy Redman,136,156079359,MG,266716188
577,Francisco Dolby,64,362212002,ES,791357427
578,Sandra Pacheo,23,674634960,SE,342151506
579,Lloyd Montgomery,17,77566122,PE,542848680
580,Lisa Lacy,23,827590050,MT,484417971
581,Mamie Joseph,111,44354592,PA,57655998
582,Helen Lazarine,72,590302161,MA,288169893
583,Ted Robinson,17,389678796,PR,430455222
584,Jason Leek,17,303300117,BA,816819408
585,Todd Hudson,136,825012090,MA,764531838
586,Nancy Headd,59,991376055,GO,596492226
587,Helen Bell,150,920851605,PA,416596248
588,Omer Hughes,72,630896823,RO,283592088
589,George Webb,108,529735446,AL,133661421
590,Andrew Sanders,23,164886885,GO,299366280
591,Mary Mcneil,84,699054111,PI,848503872
592,William Morgan,81,170532090,RR,344524860
593,Jacob Carney,64,650149506,TO,891748008
594,Ima Smith,16,834745194,MT,725841774
595,Dawn Allison,63,945835857,ES,479477628
596,Marguerite Steigerwalt,89,50558886,RR,752137533
